0.05240    0.00345
0.13858    0.00438
0.25037    0.03073
0.38791    0.09597
0.56654    0.21213
0.65155    0.26283
0.76895    0.34027
0.89637    0.40690
0.95740    0.42678
1.00316    0.44001
1.05401    0.45590
1.10485    0.47045
1.14722    0.48235
1.20645    0.49148
1.27422    0.50998
1.36898    0.52297
1.45529    0.53734
1.57205    0.55426
1.68368    0.56582
1.78511    0.57138
